row,W,AA,AE,BZ,CA,O,a_not,h_not,a_over_h_not,implied_hedge,h_over_a_px 
1379,44.45,10526.04,235.2632844661473,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1071158.0070490637,1.0002679642525107,236.8697548355567,236.80629921259842
1380,44.5,10539.95,235.26085394457732,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1072573.5258840723,1.0000715458974923,236.8697548355567,236.85280898876405
1381,44.9,10575.12,235.26301590628387,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1076152.51922895,1.005705088180228,236.8697548355567,235.52605790645882
1382,44.75,10574.56,235.26283623134242,24104.50031729456,-101.76267685179457,1.0,1078676.3891989316,1076095.5321299126,1.0023983531126746,236.8697548355567,236.3030167597765
1383,44.8,10582.97,235.26208784064931,24104.50031729456,-101.76267685179457,1.0,1079881.6142147963,1076951.3562422362,1.0027208823830118,236.8697548355567,236.22700892857142
1384,44.9,10585.83,235.26164641737094,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1077242.3974980325,1.0046875863410327,236.8697548355567,235.76458797327396
1385,44.9,10581.16,235.26294490740833,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1076767.1657971346,1.0051310056852458,236.8697548355567,235.66057906458798
1386,44.95,10581.85,235.2642275972613,24104.50031729456,-101.76267685179457,1.0,1083497.2892623907,1076837.3820441624,1.0061846916993036,236.8697548355567,235.41379310344826
1387,44.9,10576.78,235.26478222284607,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1076321.445272524,1.00554724520284,236.8697548355567,235.56302895322943
1388,44.95,10565.8,235.2677375053096,24104.50031729456,-101.76267685179457,1.0,1083497.2892623907,1075204.091080691,1.007713138603634,236.8697548355567,235.05672969966628
1389,45.0,10591.82,235.2693306359852,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1077851.9559323746,1.0063557507208443,236.8697548355567,235.37377777777778
1390,45.0,10593.89,235.27143855554544,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1078062.6046734578,1.0061591131869458,236.8697548355567,235.41977777777777
1391,44.9,10581.29,235.26981018939617,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1076780.3949451253,1.0051186568099444,236.8697548355567,235.66347438752786
1392,44.9,10568.45,235.27371165395255,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1075473.7621743483,1.0063398125663172,236.8697548355567,235.37750556792875
1393,45.0,10593.37,235.27665472487442,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1078009.688081495,1.0062085028277168,236.8697548355567,235.40822222222224
1394,45.0,10614.06,235.27782432276192,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1080115.1578655585,1.0042470993757386,236.8697548355567,235.868
1395,44.95,10621.54,235.27556438300562,24104.50031729456,-101.76267685179457,1.0,1083497.2892623907,1080876.34268841,1.0024248348034537,236.8697548355567,236.2967741935484
1396,44.95,10607.27,235.2762098237757,24104.50031729456,-101.76267685179457,1.0,1083497.2892623907,1079424.189289735,1.0037734006825767,236.8697548355567,235.97931034482758
1397,45.0,10613.94,235.27686063147075,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1080102.9463443365,1.0042584532793712,236.8697548355567,235.86533333333335
1398,45.0,10610.93,235.27758656268082,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1079796.6406870126,1.0045433310369638,236.8697548355567,235.79844444444444
1399,45.0,10604.01,235.28029573158804,24104.50031729456,-101.76267685179457,1.0,1084702.5142782552,1079092.442963198,1.0051988792541737,236.8697548355567,235.64466666666667
1400,44.9,10594.95,235.2816237676326,24104.50031729456,-101.76267685179457,1.0,1082292.0642465258,1078170.473110921,1.0038227638749115,236.8697548355567,235.96770601336306
1401,44.85,10592.29,235.28328185677918,24104.50031729456,-101.76267685179457,1.0,1081086.839230661,1077899.7843904952,1.00295672648452,236.8697548355567,236.17146042363436
1402,44.8,10596.7,235.28434235553135,24104.50031729456,-101.76267685179457,1.0,1079881.6142147963,1078348.5577954114,1.0014216705797976,236.8697548355567,236.53348214285717
1403,44.85,10606.15,235.28672964180694,24104.50031729456,-101.76267685179457,1.0,1081086.839230661,1079310.2150916609,1.0016460736812811,236.8697548355567,236.48049052396877
1404,44.8,10599.72,235.2873724934549,24104.50031729456,-101.76267685179457,1.0,1079881.6142147963,1078655.8810795038,1.0011363523407166,236.8697548355567,236.60089285714287
1405,44.7,10577.85,235.28865978751224,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1076430.3313367553,1.0009669300613437,236.8697548355567,236.64093959731542
1406,44.7,10583.49,235.28808228993614,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1077004.2728341992,1.0004335092818517,236.8697548355567,236.76711409395972
1407,44.65,10561.58,235.2897746407427,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1074774.6525843765,1.0013875341954146,236.8697548355567,236.54154535274355
1408,44.6,10548.59,235.29202835358063,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1073452.7554120717,1.0014979315402182,236.8697548355567,236.51547085201793
1409,44.5,10542.37,235.29206732543923,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1072819.7915620536,0.9998419795721715,236.8697548355567,236.90719101123597
1410,44.65,10563.53,235.29428668772744,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1074973.0898042375,1.0012026806765928,236.8697548355567,236.58521836506162
1411,44.7,10565.42,235.29759672093343,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1075165.4212634873,1.0021445471310546,236.8697548355567,236.3628635346756
1412,44.65,10580.56,235.2944199378711,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1076706.1081910236,0.9995911892572422,236.8697548355567,236.9666293393057
1413,44.4,10546.61,235.28966258616765,24104.50031729456,-101.76267685179457,1.0,1070239.8140878784,1073251.2653119052,0.9971940855591244,236.8697548355567,237.53626126126127
1414,44.4,10539.18,235.28517583023782,24104.50031729456,-101.76267685179457,1.0,1070239.8140878784,1072495.1686228963,0.9978970958555331,236.8697548355567,237.36891891891892
1415,44.5,10560.82,235.28123748502577,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1074697.312949969,0.9980952322056693,236.8697548355567,237.32179775280898
1416,44.45,10562.67,235.2768121230702,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1074885.573902145,0.9967991618066735,236.8697548355567,237.63037120359954
1417,44.45,10554.02,235.27340757171623,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1074005.326747377,0.9976161313357845,236.8697548355567,237.43577052868392
1418,44.45,10543.46,235.27030860742022,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1072930.712879822,0.9986153124724234,236.8697548355567,237.19820022497186
1419,44.6,10557.15,235.26851362768184,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1074323.8439259229,1.0006858920888526,236.8697548355567,236.707399103139
1420,44.55,10546.4,235.26621794909485,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1073229.8951497662,1.0005829077148647,236.8697548355567,236.7317620650954
1421,44.6,10550.58,235.2649437966481,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1073655.2631390067,1.0013090337844772,236.8697548355567,236.56008968609865
1422,44.5,10501.21,235.26695974907244,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1068631.2397828335,1.003760908522187,236.8697548355567,235.98224719101123
1423,44.35,10454.2,235.26921689134497,24104.50031729456,-101.76267685179457,1.0,1069034.5890720137,1063847.3763440307,1.004875899347338,236.8697548355567,235.72040586245774
1424,44.4,10449.52,235.2727853922819,24104.50031729456,-101.76267685179457,1.0,1070239.8140878784,1063371.1270163644,1.0064593507356048,236.8697548355567,235.34954954954958
1425,44.5,10440.93,235.2772429623376,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1062496.9856222074,1.0095560539321953,236.8697548355567,234.62764044943822
1426,44.6,10453.02,235.28310401697152,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1063727.2963853457,1.0106544391635939,236.8697548355567,234.37264573991033
1427,44.45,10441.71,235.28775651537902,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1062576.3605101518,1.0083463917730426,236.8697548355567,234.90911136107982
1428,44.5,10440.74,235.29887252363318,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1062477.6507136056,1.0095744257765518,236.8697548355567,234.62337078651686
1429,44.6,10410.16,235.3155687776771,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1059365.7480554776,1.014815436618249,236.8697548355567,233.4116591928251
1430,44.6,10417.15,235.33096431297847,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1060077.0691666717,1.0141344864637478,236.8697548355567,233.5683856502242
1431,44.6,10415.15,235.34705323340035,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1059873.543812968,1.0143292286396097,236.8697548355567,233.52354260089683
1432,44.6,10418.44,235.36439539765098,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1060208.3430198107,1.014008917425817,236.8697548355567,233.59730941704035
1433,44.6,10417.68,235.3807094590795,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1060131.0033854032,1.0140828923201548,236.8697548355567,233.58026905829595
1434,44.55,10425.26,235.39481579085748,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1060902.36447594,1.0122095351026306,236.8697548355567,234.0125701459035
1435,44.55,10421.3,235.40984937001573,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1060499.3842756066,1.012594165595852,236.8697548355567,233.92368125701458
1436,44.55,10423.06,235.42743767082928,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1060678.4865868657,1.0124231826281391,236.8697548355567,233.9631874298541
1437,44.5,10413.57,235.44481413742213,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1059712.7587835423,1.0122085020009732,236.8697548355567,234.01280898876405
1438,44.45,10398.07,235.4628272594677,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1058135.4372923395,1.0125783537176127,236.8697548355567,233.92733408323957
1439,44.5,10406.45,235.48099845254222,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1058988.2085243575,1.0129010460034187,236.8697548355567,233.85280898876405
1440,44.55,10411.85,235.49918608614917,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1059537.7269793572,1.0135132159917835,236.8697548355567,233.7115600448934
1441,44.5,10397.99,235.51695271132397,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1058127.2962781913,1.0137251613227438,236.8697548355567,233.66269662921349
1442,44.55,10421.23,235.5333976047564,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1060492.260888227,1.0126009672489764,236.8697548355567,233.92210998877667
1443,44.6,10432.64,235.54946007080375,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1061653.373031106,1.0126287368936175,236.8697548355567,233.91569506726455
1444,44.6,10444.78,235.57023091987378,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1062888.7719280869,1.0114517553903317,236.8697548355567,234.18789237668162
1445,44.7,10429.81,235.59486556576437,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1061365.3846556155,1.0151745852656362,236.8697548355567,233.3290827740492
1446,44.75,10426.1,235.62083454163525,24104.50031729456,-101.76267685179457,1.0,1078676.3891989316,1060987.8451244954,1.0166717688197084,236.8697548355567,232.98547486033522
1447,44.7,10428.37,235.64758956305678,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1061218.846400949,1.0153147655050008,236.8697548355567,233.29686800894854
1448,44.7,10424.14,235.6750700727054,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1060788.3902778658,1.0157267689372347,236.8697548355567,233.2022371364653
1449,44.75,10431.81,235.7029727312223,24104.50031729456,-101.76267685179457,1.0,1078676.3891989316,1061568.910009319,1.0161152790255157,236.8697548355567,233.11307262569832
1450,44.8,10443.08,235.73107067583868,24104.50031729456,-101.76267685179457,1.0,1079881.6142147963,1062715.7753774389,1.0161528032566005,236.8697548355567,233.1044642857143
1451,44.75,10443.61,235.7589782865057,24104.50031729456,-101.76267685179457,1.0,1078676.3891989316,1062769.7095961703,1.01496719323023,236.8697548355567,233.37675977653632
1452,44.7,10440.06,235.78616751154536,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1062408.4520933463,1.0141778918080342,236.8697548355567,233.55838926174494
1453,44.65,10428.03,235.81529479586413,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1061184.2470908193,1.0142121333950525,236.8697548355567,233.55050391937291
1454,44.65,10433.34,235.84411185542936,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1061724.6069049023,1.013695954833985,236.8697548355567,233.66942889137738
1455,44.6,10433.87,235.87093389310851,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1061778.5411236337,1.0125093628410005,236.8697548355567,233.9432735426009
1456,44.7,10451.03,235.89897136739768,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1063524.7886584105,1.0131133525738023,236.8697548355567,233.80380313199106
1457,44.7,10453.97,235.92666545688036,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1063823.970928355,1.0128284317966654,236.8697548355567,233.86957494407156
1458,44.65,10420.68,235.95616842761078,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1060436.2914159587,1.014927485865376,236.8697548355567,233.3858902575588
1459,44.7,10435.63,235.98680059244748,24104.50031729456,-101.76267685179457,1.0,1077471.164183067,1061957.6434348929,1.0146084176182355,236.8697548355567,233.45928411633108
1460,44.75,10465.57,236.01521722005063,24104.50031729456,-101.76267685179457,1.0,1078676.3891989316,1065004.4179798355,1.0128374784069252,236.8697548355567,233.86748603351955
1461,44.5,10422.54,236.0425319545167,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1060625.569994903,1.011337360200323,236.8697548355567,234.21438202247194
1462,44.3,10408.46,236.06695084467248,24104.50031729456,-101.76267685179457,1.0,1067829.364056149,1059192.7515048296,1.0081539573784366,236.8697548355567,234.95395033860044
1463,44.25,10401.66,236.09255838263613,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1058500.7653022374,1.0076744146101089,236.8697548355567,235.0657627118644
1464,44.15,10394.61,236.1160632283231,24104.50031729456,-101.76267685179457,1.0,1064213.689008555,1057783.3384304324,1.0060790809842628,236.8697548355567,235.43850509626276
1465,44.2,10399.99,236.13985901175022,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1058330.821631895,1.0066974260294104,236.8697548355567,235.2938914027149
1466,44.2,10390.79,236.16312040596034,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1057394.6050048585,1.007588755400851,236.8697548355567,235.08574660633485
1467,44.2,10396.29,236.18627803864203,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1057954.2997275435,1.007055705807707,236.8697548355567,235.21018099547513
1468,44.25,10403.56,236.20743399247107,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1058694.1143882559,1.0074903832412545,236.8697548355567,235.10870056497174
1469,44.25,10418.51,236.2281491863198,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1060215.4664071903,1.006044688873302,236.8697548355567,235.44655367231638
1470,44.3,10410.25,236.25106020013556,24104.50031729456,-101.76267685179457,1.0,1067829.364056149,1059374.9066963943,1.0079806094200583,236.8697548355567,234.99435665914223
1471,44.25,10422.08,236.27203794201193,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1060578.759163551,1.00570007632578,236.8697548355567,235.52723163841807
1472,44.2,10425.04,236.29115762888972,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1060879.9766870325,1.0042784645173166,236.8697548355567,235.8606334841629
1473,44.25,10429.21,236.3102145309896,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1061304.3270495043,1.0050125226621562,236.8697548355567,235.68836158192087
1474,44.25,10442.56,236.3284989759709,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1062662.8587854758,1.0037276923928027,236.8697548355567,235.99005649717512
1475,44.3,10441.2,236.34862486981535,24104.50031729456,-101.76267685179457,1.0,1067829.364056149,1062524.4615449575,1.0049927344764167,236.8697548355567,235.6930022573364
1476,44.25,10436.17,236.36784005938156,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1062012.5952803928,1.0043422684254266,236.8697548355567,235.84564971751414
1477,44.2,10349.6,236.39344679514076,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1053203.000345333,1.0115988215710372,236.8697548355567,234.15384615384616
1478,44.15,10333.78,236.41749197355958,24104.50031729456,-101.76267685179457,1.0,1064213.689008555,1051593.1147975377,1.0120013853584873,236.8697548355567,234.0607021517554
1479,44.2,10313.95,236.44472981910627,24104.50031729456,-101.76267685179457,1.0,1065418.9140244196,1049575.1609155666,1.0150953964030858,236.8697548355567,233.34728506787332
1480,44.25,10315.29,236.47257453581503,24104.50031729456,-101.76267685179457,1.0,1066624.1390402843,1049711.522902548,1.0161116799889662,236.8697548355567,233.11389830508477
1481,44.4,10371.39,236.4994244798471,24104.50031729456,-101.76267685179457,1.0,1070239.8140878784,1055420.4090739335,1.0140412340774687,236.8697548355567,233.58986486486486
1482,44.55,10404.12,236.52604359160128,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1058751.101487293,1.0142662308704677,236.8697548355567,233.53804713804718
1483,44.6,10423.54,236.55292233891808,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1060727.3326717548,1.0135127860271875,236.8697548355567,233.71165919282512
1484,44.6,10426.86,236.5793210547398,24104.50031729456,-101.76267685179457,1.0,1075060.7141513375,1061065.1847589028,1.013190075024104,236.8697548355567,233.78609865470852
1485,44.5,10425.2,236.6050267184727,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1060896.2587153288,1.0110793164814367,236.8697548355567,234.2741573033708
1486,44.45,10412.21,236.6299271448411,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1059574.3615430237,1.0112032510332098,236.8697548355567,234.24544431946003
1487,44.55,10415.47,236.65713721194413,24104.50031729456,-101.76267685179457,1.0,1073855.4891354726,1059906.1078695606,1.0131609594117261,236.8697548355567,233.79281705948372
1488,44.65,10433.21,236.68545630023428,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1061711.3777569116,1.0137085856996655,236.8697548355567,233.66651735722283
1489,44.65,10440.78,236.71435533109337,24104.50031729456,-101.76267685179457,1.0,1076265.9391672022,1062481.7212206798,1.0129736047888764,236.8697548355567,233.8360582306831
1490,44.5,10435.3,236.74005529686454,24104.50031729456,-101.76267685179457,1.0,1072650.264119608,1061924.0617515317,1.0101007244815459,236.8697548355567,234.5011235955056
1491,44.45,10446.04,236.76385602852545,24104.50031729456,-101.76267685179457,1.0,1071445.0391037434,1063016.99290092,1.00792842095574,236.8697548355567,235.00652418447694
1492,44.3,10395.06,236.7895487931103,24104.50031729456,-101.76267685179457,1.0,1067829.364056149,1057829.1316350156,1.009453542280195,236.8697548355567,234.65146726862304
1493,43.65,10275.08,236.81244084210417,24104.50031729456,-101.76267685179457,1.0,1052161.4388499076,1045619.6456663373,1.0062563793734014,236.8697548355567,235.39702176403208
1494,43.4,10263.17,236.83188069870425,24104.50031729456,-101.76267685179457,1.0,1046135.313770584,1044407.6521850325,1.0016542023432489,236.8697548355567,236.47857142857143
1495,43.4,10272.26,236.85018770561643,24104.50031729456,-101.76267685179457,1.0,1046135.313770584,1045332.6749176153,1.000767831018993,236.8697548355567,236.68801843317974
1496,43.5,10274.49,236.8697548355567,24104.50031729456,-101.76267685179457,1.0,1048545.7638023135,1045559.6056869947,1.0028560381436662,236.8697548355567,236.1951724137931
1628,43.1,10201.95,239.89929415171903,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1070263.8864350053,1.0277481944813727,243.27228985357868,236.70417633410673
1629,43.05,10187.68,239.92356832686554,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1068766.852469986,1.0279938198094718,243.27228985357868,236.64761904761906
1630,43.1,10196.37,239.94808237810904,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1069678.501044339,1.0283106333616023,243.27228985357868,236.57470997679815
1631,43.15,10188.9,239.9734634832136,-25521.154916524214,104.90777610505886,1.0,1101237.8346480199,1068894.8399568342,1.0302583504776688,243.27228985357868,236.12746234067208
1632,43.1,10179.2,240.0027672408746,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1067877.2345286151,1.0300451600016938,243.27228985357868,236.17633410672855
1633,42.95,10147.09,240.03381429607873,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1064508.6458378816,1.0297085025570096,243.27228985357868,236.25355064027937
1634,42.9,10149.69,240.06320094229136,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1064781.406055755,1.028246304539205,243.27228985357868,236.5895104895105
1635,43.05,10159.72,240.09460693719265,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1065833.6310500884,1.0308229043907275,243.27228985357868,235.99814169570269
1636,43.1,10137.33,240.12776144271916,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1063484.7459430962,1.0342995337716383,243.27228985357868,235.20487238979118
1637,42.9,10121.14,240.16049718231068,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1061786.2890479553,1.031146811003358,243.27228985357868,235.92400932400932
1638,42.9,10120.52,240.19331099455815,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1061721.2462267703,1.0312099807834503,243.27228985357868,235.90955710955714
1639,42.85,10114.3,240.22595809890032,-25521.154916524214,104.90777610505886,1.0,1093581.4881730627,1061068.7198593968,1.0306415293422033,243.27228985357868,236.03967327887977
1640,42.9,10126.78,240.25846626818355,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1062377.968905188,1.0305725249999036,243.27228985357868,236.05547785547787
1641,42.8,10118.19,240.28820155462557,-25521.154916524214,104.90777610505886,1.0,1092305.4304272362,1061476.8111084455,1.0290431397051416,243.27228985357868,236.40630841121498
1642,42.75,10110.5,240.31895585409112,-25521.154916524214,104.90777610505886,1.0,1091029.37268141,1060670.0703101975,1.0286227576519942,243.27228985357868,236.50292397660817
1643,42.7,10104.73,240.3488460513446,-25521.154916524214,104.90777610505886,1.0,1089753.314935584,1060064.7524420714,1.0280063669932606,243.27228985357868,236.64473067915688
1644,42.8,10106.3,240.38074570770272,-25521.154916524214,104.90777610505886,1.0,1092305.4304272362,1060229.4576505562,1.0302538026511352,243.27228985357868,236.1285046728972
1645,42.85,10139.31,240.41124961021148,-25521.154916524214,104.90777610505886,1.0,1093581.4881730627,1063692.4633397842,1.0280993105276246,243.27228985357868,236.62333722287045
1646,42.85,10120.87,240.44445930043233,-25521.154916524214,104.90777610505886,1.0,1093581.4881730627,1061757.9639484072,1.0299724846012097,243.27228985357868,236.19299883313886
1647,42.9,10136.13,240.4784401094607,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1063358.85661177,1.0296218808084077,243.27228985357868,236.27342657342658
1648,43.0,10160.02,240.50437747968056,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1065865.1033829201,1.0295952629723055,243.27228985357868,236.27953488372094
1649,43.05,10159.2,240.53308443941123,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1065779.079006514,1.0308756671978658,243.27228985357868,235.98606271777007
1650,42.95,10139.27,240.56154504955407,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1063688.2670287401,1.0305026741778456,243.27228985357868,236.07147846332944
1651,42.85,10138.47,240.58734353223585,-25521.154916524214,104.90777610505886,1.0,1093581.4881730627,1063604.340807856,1.0281844913705764,243.27228985357868,236.60373395565927
1652,42.95,10157.45,240.61320071860862,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1065595.4903983301,1.0286582606078498,243.27228985357868,236.49476135040746
1653,42.95,10181.31,240.63660445508646,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1068098.5899361968,1.026247589869202,243.27228985357868,237.05029103608845
1654,42.9,10180.75,240.659605420243,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1068039.841581578,1.0251092733559437,243.27228985357868,237.31351981351983
1655,42.95,10178.85,240.68283409721286,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1067840.5168069785,1.0264956109198193,243.27228985357868,236.99301513387658
1656,43.0,10177.94,240.70768690946875,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1067745.0507307227,1.0277824848352304,243.27228985357868,236.69627906976746
1657,43.05,10185.87,240.73205247734998,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1068576.9693952359,1.0281764913744786,243.27228985357868,236.60557491289202
1658,43.05,10180.11,240.7573172839444,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1067972.7006048707,1.0287582431031257,243.27228985357868,236.47177700348436
1659,43.05,10187.35,240.78070280984747,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1068732.2329038715,1.0280271197314865,243.27228985357868,236.6399535423926
1660,43.05,10175.24,240.80581604603404,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1067461.799735239,1.029250619955555,243.27228985357868,236.35865272938446
1661,43.0,10181.41,240.829795755208,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1068109.0807138074,1.0274321988510318,243.27228985357868,236.77697674418604
1662,43.0,10166.53,240.8546243973475,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1066548.053005364,1.028935975569234,243.27228985357868,236.43093023255815
1663,43.0,10161.16,240.88041000006328,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1065984.6982476797,1.0294797507079787,243.27228985357868,236.3060465116279
1664,42.95,10155.19,240.9071284372761,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1065358.3988243327,1.0288871847017342,243.27228985357868,236.44214202561116
1665,42.9,10130.18,240.93451012542798,-25521.154916524214,104.90777610505886,1.0,1094857.5459188886,1062734.6553439451,1.0302266331613579,243.27228985357868,236.13473193473195
1666,43.0,10166.38,240.96141418766595,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1066532.3168389483,1.0289511570198915,243.27228985357868,236.4274418604651
1667,43.05,10169.58,240.98966084033674,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1066868.0217224844,1.0298234615585462,243.27228985357868,236.22717770034845
1668,43.0,10133.78,241.01820125903484,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1063112.3233379235,1.0322612552970247,243.27228985357868,235.6693023255814
1669,43.0,10150.28,241.04638346926205,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1064843.3016436568,1.0305832414183533,243.27228985357868,236.05302325581397
1670,43.0,10143.35,241.07584092129719,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1064116.2907552489,1.031287342318256,243.27228985357868,235.89186046511628
1671,43.0,10159.26,241.10395919080418,-25521.154916524214,104.90777610505886,1.0,1097409.6614105413,1065785.3734730803,1.0296722855507077,243.27228985357868,236.26186046511629
1672,42.95,10174.98,241.13004313906094,-25521.154916524214,104.90777610505886,1.0,1096133.603664715,1067434.5237134518,1.026886033113697,243.27228985357868,236.90291036088473
1673,43.1,10176.5,241.15846252757578,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1067593.9835331314,1.0303184486502472,243.27228985357868,236.1136890951276
1674,43.05,10165.8,241.18703333467056,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1066471.4703288074,1.0302063859407582,243.27228985357868,236.13937282229966
1675,43.1,10173.33,241.21604627067637,-25521.154916524214,104.90777610505886,1.0,1099961.7769021937,1067261.4258828785,1.0306394949037574,243.27228985357868,236.04013921113688
1676,43.05,10163.34,241.2449630212294,-25521.154916524214,104.90777610505886,1.0,1098685.7191563672,1066213.3971995888,1.0304557437020272,243.27228985357868,236.0822299651568
