row,W,AA,AE,BZ,CA,O,a_not,h_not,a_over_h_not,implied_hedge,h_over_a_px 
754,44.3,10533.2,238.0553318066104,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1078756.8577476728,1.0030393395823647,238.4924147108119,237.7697516930023
755,44.35,10515.11,238.06511701944407,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1076904.171806396,1.00589899605658,238.4924147108119,237.09379932356256
756,44.2,10467.81,238.07876471251504,-24425.18208047794,102.41492212695788,1.0,1079593.0479571251,1072059.9459897908,1.0070267544231206,238.4924147108119,236.8282805429864
757,44.3,10455.38,238.09452374169243,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1070786.9285077527,1.0105050195869463,238.4924147108119,236.01309255079008
758,44.35,10455.57,238.11063334450904,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1070806.3873429568,1.011627160683206,238.4924147108119,235.75129650507327
759,44.35,10448.86,238.12727876477882,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1070119.1832154852,1.0122768026774696,238.4924147108119,235.6
760,44.4,10445.88,238.14469339910576,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1069813.9867475466,1.0137071470436239,238.4924147108119,235.26756756756757
761,44.35,10445.69,238.15960076555757,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1069794.5279123427,1.0125840028207334,238.4924147108119,235.52852311161217
762,44.5,10454.88,238.17521376382203,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1070735.7210466892,1.0151156641330297,238.4924147108119,234.9411235955056
763,44.45,10447.71,238.1900303770781,-24425.18208047794,102.41492212695788,1.0,1085699.3434772445,1070001.406055039,1.0146709502748055,238.4924147108119,235.04409448818893
764,44.45,10443.08,238.20486356341527,-24425.18208047794,102.41492212695788,1.0,1085699.3434772445,1069527.2249655912,1.0151208105171643,238.4924147108119,234.93993250843644
765,44.5,10435.98,238.21809434969876,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1068800.07901849,1.0169540814213067,238.4924147108119,234.51640449438202
766,44.55,10447.15,238.23099878427607,-24425.18208047794,102.41492212695788,1.0,1088141.8616852923,1069944.053698648,1.0170081864782903,238.4924147108119,234.50392817059483
767,44.6,10460.55,238.24334057543157,-24425.18208047794,102.41492212695788,1.0,1089363.1207893163,1071316.413655149,1.0168453567070768,238.4924147108119,234.54147982062779
768,44.55,10455.67,238.25594076792834,-24425.18208047794,102.41492212695788,1.0,1088141.8616852923,1070816.6288351696,1.0161794581663988,238.4924147108119,234.69517396184065
769,44.35,10435.44,238.26642917834306,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1068744.7749605414,1.0135785929893235,238.4924147108119,235.29740698985344
770,44.35,10451.8,238.27577442440793,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1070420.2830865383,1.01199205805933,238.4924147108119,235.66629086809468
771,44.35,10457.26,238.2834189241308,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1070979.4685613515,1.0114636714038387,238.4924147108119,235.78940248027058
772,44.5,10487.47,238.29196577835953,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1074073.4233588069,1.0119611741088297,238.4924147108119,235.6734831460674
773,44.4,10392.17,238.30540000423017,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1064313.2812801078,1.0189463041078088,238.4924147108119,234.0578828828829
774,44.4,10419.35,238.31921186409417,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1067096.9188635186,1.0162882726043416,238.4924147108119,234.67004504504507
775,44.5,10436.11,238.3319956206613,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1068813.3929583663,1.0169414134798436,238.4924147108119,234.51932584269665
776,44.5,10432.34,238.34550411744985,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1068427.2887019478,1.0173089119632919,238.4924147108119,234.43460674157305
777,44.5,10451.35,238.35700858952066,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1070374.1963715812,1.0154585249399484,238.4924147108119,234.861797752809
778,44.55,10441.35,238.37126874390987,-24425.18208047794,102.41492212695788,1.0,1088141.8616852923,1069350.0471503118,1.0175731179748468,238.4924147108119,234.37373737373738
779,44.4,10422.98,238.3850834385815,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1067468.6850308394,1.0159343309840416,238.4924147108119,234.7518018018018
780,44.35,10420.84,238.39696223730016,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1067249.5170974878,1.0149986558112882,238.4924147108119,234.9682074408117
781,44.45,10433.47,238.40877371370595,-24425.18208047794,102.41492212695788,1.0,1085699.3434772445,1068543.0175639512,1.016055812102358,238.4924147108119,234.72373453318332
782,44.4,10433.3,238.42088250190264,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1068525.6070271896,1.0149294291508963,238.4924147108119,234.98423423423424
783,44.3,10420.01,238.43269760823242,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1067164.5127121224,1.013935108669662,238.4924147108119,235.21467268623027
784,44.35,10408.14,238.4473933496502,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1065948.8475864753,1.0162371559591346,238.4924147108119,234.68184892897406
785,44.45,10459.35,238.45802568148875,-24425.18208047794,102.41492212695788,1.0,1085699.3434772445,1071193.515748597,1.013541743406195,238.4924147108119,235.30596175478064
786,44.4,10467.78,238.46707767263806,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1072056.8735421272,1.011586335704423,238.4924147108119,235.76081081081082
787,44.5,10497.75,238.4759917240012,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1075126.248758272,1.0109702035799222,238.4924147108119,235.90449438202248
788,44.5,10520.23,238.48011988847193,-24425.18208047794,102.41492212695788,1.0,1086920.6025812684,1077428.536207686,1.0088099266490496,238.4924147108119,236.4096629213483
789,44.4,10499.14,238.4839972082558,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1075268.6055000285,1.0085648170383523,238.4924147108119,236.4671171171171
790,44.4,10502.65,238.48722942402756,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1075628.081876694,1.0082277532965536,238.4924147108119,236.54617117117118
791,44.3,10490.46,238.48979321202944,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1074379.6439759664,1.007125900264523,238.4924147108119,236.80496613995484
792,44.35,10490.43,238.4928310766028,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1074376.5715283027,1.0082654945912137,238.4924147108119,236.53731679819617
793,44.35,10483.92,238.4949654645783,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1073709.850385256,1.0088915779998806,238.4924147108119,236.39052987598646
794,44.35,10500.79,238.4965080375038,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1075437.5901215381,1.0072707474794282,238.4924147108119,236.77091319052988
795,44.3,10502.83,238.49654525011073,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1075646.516562677,1.0059397297384576,238.4924147108119,237.0841986455982
796,44.4,10515.31,238.4982234637236,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1076924.6547908215,1.0070138886214526,238.4924147108119,236.8313063063063
797,44.4,10537.03,238.49790230197206,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1079149.106899419,1.0049381289756265,238.4924147108119,237.32049549549552
798,44.4,10545.68,238.4960119205371,-24425.18208047794,102.41492212695788,1.0,1084478.0843732206,1080034.995975817,1.0041138374348593,238.4924147108119,237.51531531531532
799,44.35,10516.71,238.49674816600387,-24425.18208047794,102.41492212695788,1.0,1083256.8252691966,1077068.035681799,1.0057459597559035,238.4924147108119,237.12987598647123
800,44.3,10501.45,238.49555280178583,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1075505.183970142,1.0060719207051374,238.4924147108119,237.05304740406325
801,44.3,10496.48,238.49575681065767,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1074996.1818071709,1.0065482877773277,238.4924147108119,236.9408577878104
802,44.3,10521.23,238.4924147108119,-24425.18208047794,102.41492212695788,1.0,1082035.5661651727,1077530.951129813,1.0041804971176342,238.4924147108119,237.49954853273138
818,44.55,10649.78,238.29081659090534,-23931.4966464763,100.49804467717807,1.0,1066148.175600519,1070282.0662421177,0.9961375689904688,238.12897776617996,239.05230078563415
819,44.55,10636.02,238.27980581385347,-23931.4966464763,100.49804467717807,1.0,1066148.175600519,1068899.2131473597,0.9974262891084554,238.12897776617996,238.74343434343436
820,44.65,10650.72,238.26823390813848,-23931.4966464763,100.49804467717807,1.0,1068541.3252651666,1070376.534404114,0.9982854546227801,238.12897776617996,238.5379619260918
821,44.6,10585.68,238.2617158011341,-23931.4966464763,100.49804467717807,1.0,1067344.7504328429,1063840.1415783104,1.0032943002595607,238.12897776617996,237.34708520179373
822,44.5,10597.49,238.250121889372,-23931.4966464763,100.49804467717807,1.0,1064951.6007681952,1065027.0234859479,0.99992918234365,238.12897776617996,238.14584269662922
823,44.55,10584.81,238.23931242793105,-23931.4966464763,100.49804467717807,1.0,1066148.175600519,1063752.708279441,1.002251902441642,238.12897776617996,237.5939393939394
824,44.7,10605.9,238.23043563611972,-23931.4966464763,100.49804467717807,1.0,1069737.9000974905,1065872.2120416828,1.0036267837852748,238.12897776617996,237.2684563758389
825,44.85,10648.08,238.22148559362728,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1070111.2195661662,1.0030056735874613,238.12897776617996,237.4153846153846
826,44.85,10648.05,238.21234483348022,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1070108.2046248259,1.0030084994729715,238.12897776617996,237.4147157190635
827,44.85,10659.23,238.20150048591108,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1071231.7727643168,1.0019564877400313,238.12897776617996,237.66399108138236
828,44.85,10664.96,238.18952185778411,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1071807.626560317,1.0014181631073322,238.12897776617996,237.7917502787068
829,44.85,10689.77,238.17547944377563,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1074300.9830487578,0.9990939611248113,238.12897776617996,238.3449275362319
830,44.85,10677.02,238.16237509636153,-23931.4966464763,100.49804467717807,1.0,1073327.624594462,1073019.6329791239,1.0002870326002173,238.12897776617996,238.06064659977704
831,44.9,10664.17,238.1499922821232,-23931.4966464763,100.49804467717807,1.0,1074524.1994267858,1071728.233105022,1.0026088389158727,238.12897776617996,237.50935412026726
832,44.9,10654.07,238.13937789549982,-23931.4966464763,100.49804467717807,1.0,1074524.1994267858,1070713.2028537826,1.0035593066031554,238.12897776617996,237.28440979955457
833,44.95,10669.62,238.12897776618,-23931.4966464763,100.49804467717807,1.0,1075720.7742591097,1072275.9474485128,1.0032126308706206,238.12897776617996,237.36640711902115
872,45.65,10895.53,237.85205784257187,-23817.126705664115,100.21309312278417,1.0,1087251.834113567,1091874.7625120888,0.995766063510905,237.6648196706456,238.6753559693319
873,45.7,10891.88,237.84925508858055,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1091508.9847221903,0.9971907750497165,237.6648196706456,238.33435448577677
874,45.7,10882.93,237.8466114006587,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1090612.0775387415,0.9980108535981124,237.6648196706456,238.13851203501093
875,45.65,10883.34,237.8440857306557,-23817.126705664115,100.21309312278417,1.0,1087251.834113567,1090653.164906922,0.9968813818152306,237.6648196706456,238.40832420591457
876,45.7,10873.56,237.843178745564,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1089673.080856181,0.9988708628037649,237.6648196706456,237.93347921225381
877,45.7,10878.2,237.84307446118046,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1090138.069608271,0.9984448032715434,237.6648196706456,238.03501094091905
878,45.7,10871.0,237.84339145594794,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1089416.5353377867,0.9991060858199343,237.6648196706456,237.87746170678335
879,45.7,10841.42,237.84525316622097,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1086452.2320432148,1.0018320717164821,237.6648196706456,237.23019693654265
880,45.7,10843.76,237.8466289995105,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1086686.730681122,1.0016158840612948,237.6648196706456,237.28140043763676
881,45.75,10837.64,237.85023020467236,-23817.126705664115,100.21309312278417,1.0,1089633.5467841332,1086073.4265512107,1.0032779737961433,237.6648196706456,236.88830601092894
882,45.75,10833.25,237.85434793648113,-23817.126705664115,100.21309312278417,1.0,1089633.5467841332,1085633.4910724016,1.0036845360286188,237.6648196706456,236.79234972677597
883,45.75,10833.45,237.85797590520042,-23817.126705664115,100.21309312278417,1.0,1089633.5467841332,1085653.5336910263,1.0036660066675007,237.6648196706456,236.79672131147544
884,45.7,10835.18,237.8588195659944,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1085826.9023421286,1.002409028640826,237.6648196706456,237.09365426695842
885,45.65,10866.93,237.8562364958579,-23817.126705664115,100.21309312278417,1.0,1087251.834113567,1089008.6680487772,0.9983867585385173,237.6648196706456,238.0488499452355
886,45.6,10860.4,237.85232544403723,-23817.126705664115,100.21309312278417,1.0,1086060.9777782836,1088354.2765506853,0.9978928747542852,237.6648196706456,238.16666666666666
887,45.65,10880.63,237.8473066165453,-23817.126705664115,100.21309312278417,1.0,1087251.834113567,1090381.587424559,0.9971296715323444,237.6648196706456,238.34895947426068
888,45.8,10894.27,237.84302289613993,-23817.126705664115,100.21309312278417,1.0,1090824.4031194164,1091748.494014754,0.99915356796881,237.6648196706456,237.8661572052402
889,45.75,10887.94,237.8390768515887,-23817.126705664115,100.21309312278417,1.0,1089633.5467841332,1091114.1451352867,0.9986430399076441,237.6648196706456,237.98775956284155
890,45.8,10895.54,237.83496840494854,-23817.126705664115,100.21309312278417,1.0,1090824.4031194164,1091875.76464302,0.9990371051747382,237.6648196706456,237.89388646288214
891,45.9,10898.94,237.83206842266452,-23817.126705664115,100.21309312278417,1.0,1093206.115789983,1092216.4891596374,1.000906071864111,237.6648196706456,237.4496732026144
892,45.9,10903.51,237.83015816246441,-23817.126705664115,100.21309312278417,1.0,1093206.115789983,1092674.4629952086,1.00048656101408,237.6648196706456,237.5492374727669
893,45.7,10870.86,237.82753633792615,-23817.126705664115,100.21309312278417,1.0,1088442.6904488502,1089402.5055047497,0.999118952773608,237.6648196706456,237.87439824945295
894,45.6,10863.33,237.82476453893773,-23817.126705664115,100.21309312278417,1.0,1086060.9777782836,1088647.900913535,0.9976237283578276,237.6648196706456,238.23092105263157
895,45.6,10852.95,237.82279849353324,-23817.126705664115,100.21309312278417,1.0,1086060.9777782836,1087607.6890069207,0.9985778776260315,237.6648196706456,238.00328947368422
896,45.55,10847.3,237.82014817159626,-23817.126705664115,100.21309312278417,1.0,1084870.1214430004,1087041.4850307766,0.9980025016361591,237.6648196706456,238.1405049396268
897,45.25,10800.71,237.81486704195564,-23817.126705664115,100.21309312278417,1.0,1077724.9834313013,1082372.5570221862,0.9957061239582133,237.6648196706456,238.68972375690606
898,45.3,10822.28,237.80869137806803,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1084534.1534408447,0.9948196065043822,237.6648196706456,238.90242825607066
899,45.3,10826.91,237.79916044231499,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1084998.1400620032,0.9943941836664612,237.6648196706456,239.0046357615894
900,45.25,10787.6,237.79966605296957,-23817.126705664115,100.21309312278417,1.0,1077724.9834313013,1081058.7633713465,0.9969161898936477,237.6648196706456,238.4
901,45.4,10793.87,237.80039951614233,-23817.126705664115,100.21309312278417,1.0,1081297.5524371509,1081687.0994652265,0.9996398708755349,237.6648196706456,237.75044052863439
902,45.3,10788.75,237.79781377997205,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1081174.0084284376,0.997911373521515,237.6648196706456,238.16225165562915
903,45.35,10783.58,237.79477195130823,-23817.126705664115,100.21309312278417,1.0,1080106.6961018676,1080655.906736993,0.9994917802866745,237.6648196706456,237.7856670341786
904,45.35,10771.82,237.79049997838686,-23817.126705664115,100.21309312278417,1.0,1080106.6961018676,1079477.400761869,1.0005829629592564,237.6648196706456,237.5263506063947
905,45.3,10780.03,237.78377428220142,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1080300.1502564072,0.9987185871542327,237.6648196706456,237.96975717439295
906,45.25,10776.38,237.77751696401094,-23817.126705664115,100.21309312278417,1.0,1077724.9834313013,1079934.3724665088,0.9979541450929454,237.6648196706456,238.152044198895
907,45.3,10772.21,237.77383733504803,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1079516.4838681868,0.9994435989532552,237.6648196706456,237.7971302428256
908,45.4,10778.08,237.76887315712437,-23817.126705664115,100.21309312278417,1.0,1081297.5524371509,1080104.7347248176,1.0011043537482847,237.6648196706456,237.40264317180618
909,45.35,10788.11,237.76157231082553,-23817.126705664115,100.21309312278417,1.0,1080106.6961018676,1081109.8720488392,0.999072086960902,237.6648196706456,237.88555678059538
910,45.4,10794.85,237.75488938806737,-23817.126705664115,100.21309312278417,1.0,1081297.5524371509,1081785.3082964867,0.9995491195382344,237.6648196706456,237.77202643171807
911,45.4,10797.0,237.74731919080662,-23817.126705664115,100.21309312278417,1.0,1081297.5524371509,1082000.7664467008,0.9993500799339918,237.6648196706456,237.8193832599119
912,45.3,10776.64,237.7382384752701,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1079960.4278707209,0.9990327533517167,237.6648196706456,237.89492273730684
913,45.2,10761.77,237.72859886429015,-23817.126705664115,100.21309312278417,1.0,1076534.127096018,1078470.2591759851,0.9982047422601654,237.6648196706456,238.09225663716813
914,45.2,10755.44,237.71960487950244,-23817.126705664115,100.21309312278417,1.0,1076534.127096018,1077835.910296518,0.9987922250612882,237.6648196706456,237.95221238938052
915,45.3,10766.37,237.70733690538813,-23817.126705664115,100.21309312278417,1.0,1078915.8397665843,1078931.2394043498,0.9999857269516322,237.6648196706456,237.66821192052984
916,45.25,10762.0,237.69811409124824,-23817.126705664115,100.21309312278417,1.0,1077724.9834313013,1078493.3081874033,0.9992875943223113,237.6648196706456,237.8342541436464
917,44.95,10628.02,237.69400268758406,-23817.126705664115,100.21309312278417,1.0,1070579.845419602,1065066.7579708127,1.0051762834653604,237.6648196706456,236.44093437152392
918,44.9,10614.5,237.6894534429649,-23817.126705664115,100.21309312278417,1.0,1069388.9890843187,1063711.8769517925,1.0053370769430485,237.6648196706456,236.40311804008908
919,44.95,10614.65,237.68618316538544,-23817.126705664115,100.21309312278417,1.0,1070579.845419602,1063726.908915761,1.0064423833282794,237.6648196706456,236.14349276974414
920,44.9,10625.57,237.6815638912685,-23817.126705664115,100.21309312278417,1.0,1069388.9890843187,1064821.2358926618,1.0042896901730436,237.6648196706456,236.64966592427618
921,44.9,10616.04,237.67852935912867,-23817.126705664115,100.21309312278417,1.0,1069388.9890843187,1063866.2051152019,1.0051912392202729,237.6648196706456,236.43741648106908
922,44.9,10612.82,237.6744899274044,-23817.126705664115,100.21309312278417,1.0,1069388.9890843187,1063543.5189553462,1.0054962209113119,237.6648196706456,236.36570155902004
923,44.8,10610.77,237.66915707468527,-23817.126705664115,100.21309312278417,1.0,1067007.2764137522,1063338.0821144446,1.0034506375357228,237.6648196706456,236.84754464285717
924,44.8,10597.91,237.6648196706456,-23817.126705664115,100.21309312278417,1.0,1067007.2764137522,1062049.3417368855,1.0046682715030533,237.6648196706456,236.56049107142857
1003,43.8,10469.06,236.7608979705602,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1069705.660009944,0.9861141615312327,235.70064666484396,239.01963470319635
1004,43.8,10470.2,236.74300407477654,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1069822.1427173135,0.9860067929858232,235.70064666484396,239.04566210045667
1005,43.8,10486.64,236.72604895380005,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1071501.9459709544,0.9844610212537254,235.70064666484396,239.42100456621006
1006,43.95,10487.24,236.71099732198968,24083.376712463923,-102.17781348181634,1.0,1058464.4065127894,1071563.2526590435,0.9877759468573135,235.70064666484396,238.61751990898748
1007,43.85,10477.58,236.69475602711563,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1070576.2149808093,0.9864370738523025,235.70064666484396,238.9413911060433
1008,43.6,10449.65,236.67663713554828,24083.376712463923,-102.17781348181634,1.0,1050035.224663427,1067722.388650262,0.9834346791124294,235.70064666484396,239.670871559633
1009,43.65,10462.91,236.6587722109788,24083.376712463923,-102.17781348181634,1.0,1051239.3934990503,1069077.266457031,0.9833147018296478,235.70064666484396,239.70011454753723
1010,43.65,10466.89,236.64051869311442,24083.376712463923,-102.17781348181634,1.0,1051239.3934990503,1069483.9341546886,0.9829407996950803,235.70064666484396,239.79129438717067
1011,43.6,10462.72,236.62338380686015,24083.376712463923,-102.17781348181634,1.0,1050035.224663427,1069057.8526724693,0.9822061753145643,235.70064666484396,239.97064220183483
1012,43.75,10477.48,236.60796485896748,24083.376712463923,-102.17781348181634,1.0,1053647.7311702967,1070565.997199461,0.984196895779035,235.70064666484396,239.48525714285714
1013,43.9,10519.61,236.5923950447341,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1074870.7484814501,0.9836161595901985,235.70064666484396,239.62665148063783
1014,43.85,10516.17,236.5778398186284,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1074519.2568030725,0.9828172572574814,235.70064666484396,239.82143671607753
1015,43.85,10511.45,236.5638913681685,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1074036.9775234384,0.9832585757677017,235.70064666484396,239.7137970353478
1016,43.85,10520.01,236.5492223476238,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1074911.6196068428,0.9824585106148576,235.70064666484396,239.909007981756
1017,43.75,10506.49,236.53449396659764,24083.376712463923,-102.17781348181634,1.0,1053647.7311702967,1073530.1755685685,0.9814793800390924,235.70064666484396,240.14834285714286
1018,43.7,10500.24,236.51942488297135,24083.376712463923,-102.17781348181634,1.0,1052443.5623346735,1072891.5642343073,0.980941222224795,235.70064666484396,240.28009153318075
1019,43.7,10497.23,236.50482146966525,24083.376712463923,-102.17781348181634,1.0,1052443.5623346735,1072584.0090157269,0.981222499578811,235.70064666484396,240.21121281464528
1020,43.8,10513.12,236.49189662913136,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1074207.6144719531,0.9819814026587887,235.70064666484396,240.02557077625573
1021,43.8,10507.42,236.47852616118087,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1073625.2009351067,0.9825141018366226,235.70064666484396,239.89543378995435
1022,43.85,10495.79,236.46688764857223,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1072436.8729643133,0.9847256239171522,235.70064666484396,239.35667046750285
1023,43.85,10506.18,236.45558757053706,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1073498.5004463892,0.9837517876386477,235.70064666484396,239.59361459521094
1024,43.95,10514.99,236.44642217430422,24083.376712463923,-102.17781348181634,1.0,1058464.4065127894,1074398.686983164,0.9851691176995787,235.70064666484396,239.2489192263936
1025,44.0,10520.13,236.43849178154412,24083.376712463923,-102.17781348181634,1.0,1059668.5753484126,1074923.8809444604,0.9858080131379684,235.70064666484396,239.0938636363636
1026,44.1,10524.67,236.43179678865707,24083.376712463923,-102.17781348181634,1.0,1062076.913019659,1075387.768217668,0.9876222739448951,235.70064666484396,238.6546485260771
1027,43.95,10496.59,236.42451530663894,24083.376712463923,-102.17781348181634,1.0,1058464.4065127894,1072518.6152150987,0.9868960701446747,235.70064666484396,238.83026166097838
1028,43.85,10462.94,236.42086689860375,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1069080.3317914356,0.9878173205861265,235.70064666484396,238.60752565564425
1029,43.75,10447.41,236.4169147117725,24083.376712463923,-102.17781348181634,1.0,1053647.7311702967,1067493.510348063,0.9870296362052339,235.70064666484396,238.79794285714286
1030,43.6,10434.39,236.4110158668287,24083.376712463923,-102.17781348181634,1.0,1050035.224663427,1066163.1552165295,0.9848729244917238,235.70064666484396,239.32087155963302
1031,43.7,10437.87,236.40593784423476,24083.376712463923,-102.17781348181634,1.0,1052443.5623346735,1066518.7340074463,0.986802696264054,235.70064666484396,238.85286041189931
1032,43.75,10440.22,236.40114176883264,24083.376712463923,-102.17781348181634,1.0,1053647.7311702967,1066758.8518691286,0.9877093865442417,235.70064666484396,238.63359999999997
1033,43.8,10450.97,236.39680781199618,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1067857.263364058,0.9878210657881678,235.70064666484396,238.60662100456622
1034,43.85,10450.85,236.39360169527603,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1067845.0020264403,0.9889600708318852,235.70064666484396,238.33181299885976
1035,43.9,10458.78,236.39131877446758,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1068655.2720873512,0.9893370343947047,235.70064666484396,238.24100227790436
1036,43.9,10449.23,236.3897776338515,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1067679.4739685997,0.9902412319938073,235.70064666484396,238.02346241457857
1037,43.8,10439.78,236.38682000897492,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1066713.8936311966,0.988879873323017,235.70064666484396,238.35114155251145
1038,43.8,10438.17,236.38411944707687,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1066549.387351491,0.9890323997329191,235.70064666484396,238.31438356164387
1039,43.8,10431.49,236.38392079106188,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1065866.8395574323,0.9896657451543515,235.70064666484396,238.16187214611872
1040,43.9,10476.73,236.38267106758676,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1070489.3638393497,0.9876419826211662,235.70064666484396,238.6498861047836
1041,43.85,10463.44,236.38032959612613,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1069131.4206981764,0.9877701173087826,235.70064666484396,238.61892816419612
1042,43.9,10462.09,236.3800647767752,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1068993.480649976,0.989024027568741,235.70064666484396,238.31640091116174
1043,43.9,10479.04,236.37956646972492,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1070725.3945884928,0.9874242667827061,235.70064666484396,238.70250569476084
1044,44.05,10535.35,236.37725874468816,24083.376712463923,-102.17781348181634,1.0,1060872.7441840358,1076479.027265654,0.9855024736327104,235.70064666484396,239.1679909194098
1045,44.0,10530.61,236.3746890416446,24083.376712463923,-102.17781348181634,1.0,1059668.5753484126,1075994.70442975,0.9848269429076885,235.70064666484396,239.33204545454547
1046,44.0,10517.87,236.3723071201967,24083.376712463923,-102.17781348181634,1.0,1059668.5753484126,1074692.9590859918,0.9860198360745219,235.70064666484396,239.04250000000002
1047,44.1,10530.76,236.36827444262397,24083.376712463923,-102.17781348181634,1.0,1062076.913019659,1076010.0311017723,0.987051126216875,235.70064666484396,238.79274376417234
1048,43.9,10519.39,236.36232741036716,24083.376712463923,-102.17781348181634,1.0,1057260.2376771662,1074848.2693624839,0.9836367307026977,235.70064666484396,239.62164009111618
1049,43.8,10518.08,236.35409237423013,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1074714.4164268228,0.9815183307143667,235.70064666484396,240.13881278538815
1050,43.8,10523.29,236.34392204497973,24083.376712463923,-102.17781348181634,1.0,1054851.9000059199,1075246.7628350633,0.9810323885324992,235.70064666484396,240.25776255707765
1051,43.85,10525.31,236.33518031622413,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1075453.1620182963,0.9819637954847323,235.70064666484396,240.0298745724059
1052,43.85,10522.8,236.32711546617392,24083.376712463923,-102.17781348181634,1.0,1056056.068841543,1075196.695706457,0.9821980229837504,235.70064666484396,239.97263397947546
